,store_id,product_id,date,units_sold,sales_revenue_usd,discount_percentage,marketing_spend_usd,store_location,product_category,day_of_week,holiday_effect
91,Spearsland,52372247,2022-04-02,4,1523.16,0,0.0,mauritius,furniture,saturday,False
92,Spearsland,52372247,2022-04-03,0,0.0,0,24.0,saint barthelemy,furniture,sunday,False
93,Spearsland,52372247,2022-04-04,7,2665.53,0,24.0,north macedonia,furniture,monday,False
94,Spearsland,52372247,2022-04-05,7,2665.53,0,83.0,nigeria,furniture,tuesday,False
95,Spearsland,52372247,2022-04-06,6,2284.74,0,178.0,korea,furniture,wednesday,False
96,Spearsland,52372247,2022-04-07,4,1523.16,0,0.0,zimbabwe,furniture,thursday,False
97,Spearsland,52372247,2022-04-08,4,1523.16,0,0.0,american samoa,furniture,friday,False
98,Spearsland,52372247,2022-04-09,7,2665.53,0,86.0,saint vincent and the grenadines,furniture,saturday,False
99,Spearsland,52372247,2022-04-10,10,3807.9,0,66.0,estonia,furniture,sunday,False
100,Spearsland,52372247,2022-04-11,13,4702.76,5,150.0,suriname,furniture,monday,False
101,Spearsland,52372247,2022-04-12,9,3427.11,0,19.0,poland,furniture,tuesday,False
102,Spearsland,52372247,2022-04-13,8,3046.32,0,127.0,french guiana,furniture,wednesday,False
103,Spearsland,52372247,2022-04-14,7,2665.53,0,153.0,belarus,furniture,thursday,False
104,Spearsland,52372247,2022-04-15,3,1142.37,0,99.0,united arab emirates,furniture,friday,False
105,Spearsland,52372247,2022-04-16,5,1523.16,20,30.0,iceland,furniture,saturday,False
106,Spearsland,52372247,2022-04-17,10,3807.9,0,53.0,sri lanka,furniture,sunday,False
107,Spearsland,52372247,2022-04-18,4,1294.69,15,0.0,saint lucia,furniture,monday,False
108,Spearsland,52372247,2022-04-19,8,2741.69,10,0.0,kenya,furniture,tuesday,False
109,Spearsland,52372247,2022-04-20,7,2665.53,0,0.0,bhutan,furniture,wednesday,False
110,Spearsland,52372247,2022-04-21,3,1028.13,10,97.0,moldova,furniture,thursday,False
111,Spearsland,52372247,2022-04-22,8,3046.32,0,0.0,france,furniture,friday,False
112,Spearsland,52372247,2022-04-23,11,4188.69,0,15.0,egypt,furniture,saturday,False
113,Spearsland,52372247,2022-04-24,5,1903.95,0,175.0,gibraltar,furniture,sunday,False
114,Spearsland,52372247,2022-04-25,4,1523.16,0,0.0,kiribati,furniture,monday,False
115,Spearsland,52372247,2022-04-26,9,3427.11,0,0.0,bangladesh,furniture,tuesday,False
116,Spearsland,52372247,2022-04-27,10,3617.5,5,0.0,lebanon,furniture,wednesday,False
117,Spearsland,52372247,2022-04-28,13,4950.27,0,2.0,ireland,furniture,thursday,False
118,Spearsland,52372247,2022-04-29,8,3046.32,0,0.0,lesotho,furniture,friday,False
119,Spearsland,52372247,2022-04-30,5,1903.95,0,0.0,cote d'ivoire,furniture,saturday,False
120,Spearsland,52372247,2022-05-01,8,3046.32,0,0.0,norway,furniture,sunday,False
121,Spearsland,52372247,2022-05-02,3,1142.37,0,4.0,australia,furniture,monday,False
122,Spearsland,52372247,2022-05-03,6,2284.74,0,144.0,martinique,furniture,tuesday,False
123,Spearsland,52372247,2022-05-04,3,1142.37,0,0.0,faroe islands,furniture,wednesday,False
124,Spearsland,52372247,2022-05-05,4,1523.16,0,0.0,mauritania,furniture,thursday,False
125,Spearsland,52372247,2022-05-06,7,2132.42,20,145.0,tajikistan,furniture,friday,False
126,Spearsland,52372247,2022-05-07,4,1523.16,0,61.0,micronesia,furniture,saturday,False
127,Spearsland,52372247,2022-05-08,14,5331.06,0,0.0,pakistan,furniture,sunday,False
128,Spearsland,52372247,2022-05-09,8,3046.32,0,106.0,cambodia,furniture,monday,False
129,Spearsland,52372247,2022-05-10,2,761.58,0,0.0,dominican republic,furniture,tuesday,False
130,Spearsland,52372247,2022-05-11,2,761.58,0,0.0,rwanda,furniture,wednesday,False
131,Spearsland,52372247,2022-05-12,2,761.58,0,157.0,papua new guinea,furniture,thursday,False
132,Spearsland,52372247,2022-05-13,2,761.58,0,36.0,cayman islands,furniture,friday,False
133,Spearsland,52372247,2022-05-14,4,1523.16,0,0.0,togo,furniture,saturday,False
134,Spearsland,52372247,2022-05-15,5,1903.95,0,0.0,india,furniture,sunday,False
135,Spearsland,52372247,2022-05-16,4,1370.84,10,25.0,cyprus,furniture,monday,False
136,Spearsland,52372247,2022-05-17,4,1523.16,0,0.0,nauru,furniture,tuesday,False
137,Spearsland,52372247,2022-05-18,4,1523.16,0,0.0,united states of america,furniture,wednesday,False
138,Spearsland,52372247,2022-05-19,7,2665.53,0,165.0,guyana,furniture,thursday,False
139,Spearsland,52372247,2022-05-20,2,761.58,0,14.0,mexico,furniture,friday,False
140,Spearsland,52372247,2022-05-21,5,1713.56,10,0.0,uruguay,furniture,saturday,False
141,Spearsland,52372247,2022-05-22,4,1523.16,0,0.0,saudi arabia,furniture,sunday,False
142,Spearsland,52372247,2022-05-23,3,1142.37,0,165.0,uzbekistan,furniture,monday,False
143,Spearsland,52372247,2022-05-24,4,1523.16,0,0.0,mayotte,furniture,tuesday,False
144,Spearsland,52372247,2022-05-25,8,3046.32,0,0.0,comoros,furniture,wednesday,False
145,Spearsland,52372247,2022-05-26,4,1294.69,15,0.0,bhutan,furniture,thursday,False
146,Spearsland,52372247,2022-05-27,1,380.79,0,0.0,montenegro,furniture,friday,False
147,Spearsland,52372247,2022-05-28,2,723.5,5,0.0,guam,furniture,saturday,False
148,Spearsland,52372247,2022-05-29,4,1523.16,0,0.0,iceland,furniture,sunday,False
149,Spearsland,52372247,2022-05-30,8,3046.32,0,0.0,seychelles,furniture,monday,False
150,Spearsland,52372247,2022-05-31,8,2741.69,10,0.0,tanzania,furniture,tuesday,False
151,Spearsland,52372247,2022-06-01,9,2913.04,15,0.0,thailand,furniture,wednesday,False
152,Spearsland,52372247,2022-06-02,8,3046.32,0,0.0,british indian ocean territory (chagos archipelago),furniture,thursday,False
153,Spearsland,52372247,2022-06-03,9,3427.11,0,0.0,ethiopia,furniture,friday,False
154,Spearsland,52372247,2022-06-04,4,1523.16,0,0.0,christmas island,furniture,saturday,False
155,Spearsland,52372247,2022-06-05,8,3046.32,0,86.0,brazil,furniture,sunday,False
156,Spearsland,52372247,2022-06-06,4,1523.16,0,124.0,tanzania,furniture,monday,False
157,Spearsland,52372247,2022-06-07,6,2284.74,0,4.0,ukraine,furniture,tuesday,False
158,Spearsland,52372247,2022-06-08,6,2170.5,5,75.0,south georgia and the south sandwich islands,furniture,wednesday,False
159,Spearsland,52372247,2022-06-09,6,2284.74,0,0.0,serbia,furniture,thursday,False
160,Spearsland,52372247,2022-06-10,9,3427.11,0,36.0,marshall islands,furniture,friday,False
161,Spearsland,52372247,2022-06-11,2,761.58,0,0.0,bosnia and herzegovina,furniture,saturday,False
162,Spearsland,52372247,2022-06-12,2,609.26,20,42.0,nepal,furniture,sunday,False
163,Spearsland,52372247,2022-06-13,1,380.79,0,0.0,saint lucia,furniture,monday,False
164,Spearsland,52372247,2022-06-14,4,1294.69,15,0.0,rwanda,furniture,tuesday,False
165,Spearsland,52372247,2022-06-15,6,2284.74,0,33.0,seychelles,furniture,wednesday,False
166,Spearsland,52372247,2022-06-16,3,1085.25,5,0.0,benin,furniture,thursday,False
167,Spearsland,52372247,2022-06-17,6,2284.74,0,68.0,nigeria,furniture,friday,False
168,Spearsland,52372247,2022-06-18,5,1903.95,0,0.0,tonga,furniture,saturday,False
169,Spearsland,52372247,2022-06-19,4,1523.16,0,0.0,guyana,furniture,sunday,False
170,Spearsland,52372247,2022-06-20,9,3427.11,0,0.0,antarctica (the territory south of 60 deg s),furniture,monday,False
171,Spearsland,52372247,2022-06-21,8,3046.32,0,73.0,mongolia,furniture,tuesday,False
172,Spearsland,52372247,2022-06-22,9,3427.11,0,14.0,fiji,furniture,wednesday,False
173,Spearsland,52372247,2022-06-23,9,3427.11,0,0.0,portugal,furniture,thursday,False
174,Spearsland,52372247,2022-06-24,4,1523.16,0,0.0,seychelles,furniture,friday,False
175,Spearsland,52372247,2022-06-25,8,3046.32,0,0.0,taiwan,furniture,saturday,False
176,Spearsland,52372247,2022-06-26,7,2665.53,0,183.0,bahrain,furniture,sunday,False
177,Spearsland,52372247,2022-06-27,6,2284.74,0,0.0,argentina,furniture,monday,False
178,Spearsland,52372247,2022-06-28,8,3046.32,0,36.0,indonesia,furniture,tuesday,False
179,Spearsland,52372247,2022-06-29,8,3046.32,0,0.0,papua new guinea,furniture,wednesday,False
180,Spearsland,52372247,2022-06-30,3,1142.37,0,0.0,ireland,furniture,thursday,False
181,Spearsland,52372247,2022-07-01,7,2665.53,0,117.0,jordan,furniture,friday,False
182,Spearsland,52372247,2022-07-02,3,1142.37,0,0.0,bahrain,furniture,saturday,False
183,Spearsland,52372247,2022-07-03,10,3807.9,0,195.0,slovakia (slovak republic),furniture,sunday,False
184,Spearsland,52372247,2022-07-04,6,2284.74,0,0.0,afghanistan,furniture,monday,False
185,Spearsland,52372247,2022-07-05,3,1142.37,0,34.0,gibraltar,furniture,tuesday,False
186,Spearsland,52372247,2022-07-06,6,2284.74,0,105.0,mauritania,furniture,wednesday,False
187,Spearsland,52372247,2022-07-07,6,2284.74,0,91.0,cote d'ivoire,furniture,thursday,False
188,Spearsland,52372247,2022-07-08,5,1903.95,0,149.0,cocos (keeling) islands,furniture,friday,False
189,Spearsland,52372247,2022-07-09,6,2284.74,0,150.0,svalbard & jan mayen islands,furniture,saturday,False
190,Spearsland,52372247,2022-07-10,6,2284.74,0,150.0,marshall islands,furniture,sunday,False
191,Spearsland,52372247,2022-07-11,9,3427.11,0,0.0,congo,furniture,monday,False
192,Spearsland,52372247,2022-07-12,6,2284.74,0,162.0,cook islands,furniture,tuesday,False
193,Spearsland,52372247,2022-07-13,7,2665.53,0,0.0,luxembourg,furniture,wednesday,False
194,Spearsland,52372247,2022-07-14,7,2665.53,0,195.0,panama,furniture,thursday,False
195,Spearsland,52372247,2022-07-15,7,2665.53,0,133.0,panama,furniture,friday,False
196,Spearsland,52372247,2022-07-16,0,0.0,5,0.0,eritrea,furniture,saturday,False
197,Spearsland,52372247,2022-07-17,4,1370.84,10,0.0,spain,furniture,sunday,False
198,Spearsland,52372247,2022-07-18,5,1903.95,0,6.0,serbia,furniture,monday,False
199,Spearsland,52372247,2022-07-19,7,2665.53,0,0.0,greenland,furniture,tuesday,False
200,Spearsland,52372247,2022-07-20,5,1903.95,0,13.0,puerto rico,furniture,wednesday,False
201,Spearsland,52372247,2022-07-21,5,1903.95,0,0.0,djibouti,furniture,thursday,False
202,Spearsland,52372247,2022-07-22,9,2913.04,15,187.0,france,furniture,friday,False
203,Spearsland,52372247,2022-07-23,6,2284.74,0,81.0,hong kong,furniture,saturday,False
204,Spearsland,52372247,2022-07-24,12,4569.48,0,28.0,mauritania,furniture,sunday,False
205,Spearsland,52372247,2022-07-25,9,3427.11,0,87.0,french polynesia,furniture,monday,False
206,Spearsland,52372247,2022-07-26,5,1713.56,10,0.0,united states of america,furniture,tuesday,False
207,Spearsland,52372247,2022-07-27,2,761.58,0,158.0,ecuador,furniture,wednesday,False
208,Spearsland,52372247,2022-07-28,6,2170.5,5,111.0,swaziland,furniture,thursday,False
209,Spearsland,52372247,2022-07-29,7,2665.53,0,0.0,tonga,furniture,friday,False
210,Spearsland,52372247,2022-07-30,7,2665.53,0,0.0,italy,furniture,saturday,False
211,Spearsland,52372247,2022-07-31,10,3807.9,0,123.0,peru,furniture,sunday,False
212,Spearsland,52372247,2022-08-01,6,1827.79,20,31.0,nicaragua,furniture,monday,False
213,Spearsland,52372247,2022-08-02,6,2284.74,0,0.0,bahrain,furniture,tuesday,False
214,Spearsland,52372247,2022-08-03,2,761.58,0,0.0,south georgia and the south sandwich islands,furniture,wednesday,False
215,Spearsland,52372247,2022-08-04,6,2284.74,0,150.0,mauritius,furniture,thursday,False
216,Spearsland,52372247,2022-08-05,11,4188.69,0,105.0,liberia,furniture,friday,False
217,Spearsland,52372247,2022-08-06,12,4569.48,0,0.0,turkmenistan,furniture,saturday,False
218,Spearsland,52372247,2022-08-07,12,4569.48,0,0.0,turks and caicos islands,furniture,sunday,False
219,Spearsland,52372247,2022-08-08,7,2665.53,0,0.0,hong kong,furniture,monday,False
220,Spearsland,52372247,2022-08-09,3,1085.25,5,0.0,montserrat,furniture,tuesday,False
221,Spearsland,52372247,2022-08-10,6,2170.5,5,0.0,maldives,furniture,wednesday,False
222,Spearsland,52372247,2022-08-11,9,2741.69,20,0.0,armenia,furniture,thursday,False
223,Spearsland,52372247,2022-08-12,6,2284.74,0,62.0,russian federation,furniture,friday,False
224,Spearsland,52372247,2022-08-13,14,5331.06,0,0.0,western sahara,furniture,saturday,False
225,Spearsland,52372247,2022-08-14,7,2665.53,0,0.0,afghanistan,furniture,sunday,False
226,Spearsland,52372247,2022-08-15,7,2665.53,0,48.0,nicaragua,furniture,monday,False
227,Spearsland,52372247,2022-08-16,9,3427.11,0,59.0,nigeria,furniture,tuesday,False
228,Spearsland,52372247,2022-08-17,5,1808.75,5,134.0,spain,furniture,wednesday,False
229,Spearsland,52372247,2022-08-18,6,2284.74,0,44.0,denmark,furniture,thursday,False
230,Spearsland,52372247,2022-08-19,5,1903.95,0,0.0,vanuatu,furniture,friday,False
231,Spearsland,52372247,2022-08-20,6,2284.74,0,153.0,vanuatu,furniture,saturday,False
232,Spearsland,52372247,2022-08-21,9,3427.11,0,88.0,french southern territories,furniture,sunday,False
233,Spearsland,52372247,2022-08-22,3,1142.37,0,70.0,burundi,furniture,monday,False
234,Spearsland,52372247,2022-08-23,10,3617.5,5,84.0,liberia,furniture,tuesday,False
235,Spearsland,52372247,2022-08-24,3,1142.37,0,166.0,singapore,furniture,wednesday,False
236,Spearsland,52372247,2022-08-25,5,1903.95,0,134.0,saudi arabia,furniture,thursday,False
237,Spearsland,52372247,2022-08-26,5,1618.36,15,0.0,martinique,furniture,friday,False
238,Spearsland,52372247,2022-08-27,6,2056.27,10,0.0,turks and caicos islands,furniture,saturday,False
239,Spearsland,52372247,2022-08-28,7,2665.53,0,0.0,tokelau,furniture,sunday,False
240,Spearsland,52372247,2022-08-29,9,3427.11,0,0.0,somalia,furniture,monday,False
241,Spearsland,52372247,2022-08-30,7,2665.53,0,128.0,norfolk island,furniture,tuesday,False
242,Spearsland,52372247,2022-08-31,5,1903.95,0,0.0,israel,furniture,wednesday,False
243,Spearsland,52372247,2022-09-01,7,2665.53,0,155.0,tunisia,furniture,thursday,False
244,Spearsland,52372247,2022-09-02,3,1142.37,0,0.0,ghana,furniture,friday,False
245,Spearsland,52372247,2022-09-03,7,2665.53,0,0.0,namibia,furniture,saturday,False
246,Spearsland,52372247,2022-09-04,10,3807.9,0,20.0,ukraine,furniture,sunday,False
247,Spearsland,52372247,2022-09-05,3,1142.37,0,0.0,romania,furniture,monday,False
248,Spearsland,52372247,2022-09-06,9,2741.69,20,0.0,sao tome and principe,furniture,tuesday,False
249,Spearsland,52372247,2022-09-07,3,1142.37,0,199.0,turks and caicos islands,furniture,wednesday,False
250,Spearsland,52372247,2022-09-08,1,380.79,0,0.0,guadeloupe,furniture,thursday,False
251,Spearsland,52372247,2022-09-09,2,761.58,0,141.0,mayotte,furniture,friday,False
252,Spearsland,52372247,2022-09-10,7,2665.53,0,186.0,maldives,furniture,saturday,False
253,Spearsland,52372247,2022-09-11,7,2665.53,0,83.0,turks and caicos islands,furniture,sunday,False
254,Spearsland,52372247,2022-09-12,2,761.58,0,82.0,switzerland,furniture,monday,False
255,Spearsland,52372247,2022-09-13,14,4531.4,15,29.0,ukraine,furniture,tuesday,False
256,Spearsland,52372247,2022-09-14,3,1142.37,0,40.0,jordan,furniture,wednesday,False
257,Spearsland,52372247,2022-09-15,7,2132.42,20,0.0,latvia,furniture,thursday,False
258,Spearsland,52372247,2022-09-16,7,2265.7,15,188.0,egypt,furniture,friday,False
259,Spearsland,52372247,2022-09-17,3,1142.37,0,86.0,peru,furniture,saturday,False
260,Spearsland,52372247,2022-09-18,10,3807.9,0,0.0,grenada,furniture,sunday,False
261,Spearsland,52372247,2022-09-19,5,1903.95,0,0.0,united states minor outlying islands,furniture,monday,False
262,Spearsland,52372247,2022-09-20,7,2665.53,0,26.0,pitcairn islands,furniture,tuesday,False
263,Spearsland,52372247,2022-09-21,5,1713.56,10,83.0,kyrgyz republic,furniture,wednesday,False
264,Spearsland,52372247,2022-09-22,2,685.42,10,0.0,faroe islands,furniture,thursday,False
265,Spearsland,52372247,2022-09-23,5,1903.95,0,36.0,malaysia,furniture,friday,False
266,Spearsland,52372247,2022-09-24,7,2665.53,0,138.0,costa rica,furniture,saturday,False
267,Spearsland,52372247,2022-09-25,4,1523.16,0,0.0,trinidad and tobago,furniture,sunday,False
268,Spearsland,52372247,2022-09-26,7,2665.53,0,174.0,germany,furniture,monday,False
269,Spearsland,52372247,2022-09-27,3,1142.37,0,81.0,netherlands antilles,furniture,tuesday,False
270,Spearsland,52372247,2022-09-28,6,2284.74,0,28.0,wallis and futuna,furniture,wednesday,False
271,Spearsland,52372247,2022-09-29,3,1142.37,0,0.0,sudan,furniture,thursday,False
272,Spearsland,52372247,2022-09-30,6,2284.74,0,80.0,heard island and mcdonald islands,furniture,friday,False
273,Spearsland,52372247,2022-10-01,6,2284.74,0,0.0,swaziland,furniture,saturday,False
274,Spearsland,52372247,2022-10-02,5,1903.95,0,0.0,nepal,furniture,sunday,False
275,Spearsland,52372247,2022-10-03,7,2665.53,0,171.0,papua new guinea,furniture,monday,False
276,Spearsland,52372247,2022-10-04,11,3350.95,20,0.0,mauritius,furniture,tuesday,False
277,Spearsland,52372247,2022-10-05,5,1903.95,0,125.0,eritrea,furniture,wednesday,False
278,Spearsland,52372247,2022-10-06,9,3255.75,5,119.0,iceland,furniture,thursday,False
279,Spearsland,52372247,2022-10-07,5,1903.95,0,50.0,mali,furniture,friday,False
280,Spearsland,52372247,2022-10-08,5,1903.95,0,169.0,equatorial guinea,furniture,saturday,False
281,Spearsland,52372247,2022-10-09,8,3046.32,0,144.0,faroe islands,furniture,sunday,False
282,Spearsland,52372247,2022-10-10,5,1903.95,0,0.0,china,furniture,monday,False
283,Spearsland,52372247,2022-10-11,5,1618.36,15,138.0,guatemala,furniture,tuesday,False
284,Spearsland,52372247,2022-10-12,7,2665.53,0,16.0,indonesia,furniture,wednesday,False
285,Spearsland,52372247,2022-10-13,8,3046.32,0,0.0,benin,furniture,thursday,False
286,Spearsland,52372247,2022-10-14,8,3046.32,0,0.0,latvia,furniture,friday,False
287,Spearsland,52372247,2022-10-15,5,1903.95,0,0.0,mali,furniture,saturday,False
288,Spearsland,52372247,2022-10-16,6,2284.74,0,0.0,vanuatu,furniture,sunday,False
289,Spearsland,52372247,2022-10-17,11,4188.69,0,0.0,zambia,furniture,monday,False
290,Spearsland,52372247,2022-10-18,5,1903.95,0,71.0,united kingdom,furniture,tuesday,False
291,Spearsland,52372247,2022-10-19,8,3046.32,0,0.0,congo,furniture,wednesday,False
